PassengerId,Survived,Pclass,Name,SibSp,Parch,Ticket,Cabin,Age_scaled,Fare_scaled,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Embarked_nan
181,0,3,"Sage, Miss. Constance Gladys",8,2,CA. 2343,,,0.7519458402879414,1.0,0.0,0.0,0.0,1.0,0.0
182,0,2,"Pernot, Mr. Rene",0,0,SC/PARIS 2131,,,-0.34539461138084326,0.0,1.0,1.0,0.0,0.0,0.0
183,0,3,"Asplund, Master. Clarence Gustaf Hugo",4,2,347077,,-1.4259203438671093,-0.016444159470040135,0.0,1.0,0.0,0.0,1.0,0.0
184,1,2,"Becker, Master. Richard F",2,1,230136,F4,-1.977024161210636,0.13683114673782454,0.0,1.0,0.0,0.0,1.0,0.0
185,1,3,"Kink-Heilmann, Miss. Luise Gretchen",0,2,315153,,-1.7703602297068137,-0.20495516825442542,1.0,0.0,0.0,0.0,1.0,0.0
186,0,1,"Rood, Mr. Hugh Roscoe",0,0,113767,A32,,0.3583127057902398,0.0,1.0,0.0,0.0,1.0,0.0
187,1,3,"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)",1,0,370365,,,-0.3363340021468808,1.0,0.0,0.0,1.0,0.0,0.0
188,1,1,"Romaine, Mr. Charles Hallace (""Mr C Rolmane"")",0,0,111428,,1.054046834178761,-0.11384570873513637,0.0,1.0,0.0,0.0,1.0,0.0
189,0,3,"Bourke, Mr. John",1,1,364849,,0.7096069483390568,-0.3363340021468808,0.0,1.0,0.0,1.0,0.0,0.0
190,0,3,"Turcin, Mr. Stjepan",0,0,349247,,0.43405503966729336,-0.4894421904510968,0.0,1.0,0.0,0.0,1.0,0.0
191,1,2,"Pinsky, Mrs. (Rosa)",0,0,234604,,0.15850313099553,-0.3866707201133388,1.0,0.0,0.0,0.0,1.0,0.0
192,0,2,"Carbines, Mr. William",0,0,28424,,-0.7370405721877009,-0.3866707201133388,0.0,1.0,0.0,0.0,1.0,0.0
193,1,3,"Andersen-Jensen, Miss. Carla Christine Nielsine",1,0,350046,,-0.7370405721877009,-0.4902797934380587,1.0,0.0,0.0,0.0,1.0,0.0
194,1,2,"Navratil, Master. Michel M",1,1,230080,F2,-1.8392482068747544,-0.12491978668775715,0.0,1.0,0.0,0.0,1.0,0.0
195,1,1,"Brown, Mrs. James Joseph (Margaret Tobin)",0,0,PC 17610,B4,0.9851588570108202,-0.09027201697708476,1.0,0.0,1.0,0.0,0.0,0.0
196,1,1,"Lurette, Miss. Elise",0,0,PC 17569,B80,1.949590537361992,2.301728820789,1.0,0.0,1.0,0.0,0.0,0.0
197,0,3,"Mernagh, Mr. Robert",0,0,368703,,,-0.49237782784290063,0.0,1.0,0.0,1.0,0.0,0.0
198,0,3,"Olsen, Mr. Karl Siegwart Andreas",0,1,4579,,0.8473829026749384,-0.47920571548543794,0.0,1.0,0.0,0.0,1.0,0.0
199,1,3,"Madigan, Miss. Margaret ""Maggie""",0,0,370370,,,-0.49237782784290063,1.0,0.0,0.0,1.0,0.0,0.0
200,0,2,"Yrois, Miss. Henriette (""Mrs Harbeck"")",0,0,248747,,-0.3926006863479967,-0.3866707201133388,1.0,0.0,0.0,0.0,1.0,0.0
201,0,3,"Vande Walle, Mr. Nestor Cyriel",0,0,345770,,-0.11704877767623337,-0.45714212526638004,0.0,1.0,0.0,0.0,1.0,0.0
202,0,3,"Sage, Mr. Frederick",8,2,CA. 2343,,,0.7519458402879414,0.0,1.0,0.0,0.0,1.0,0.0
203,0,3,"Johanson, Mr. Jakob Alfred",0,0,3101264,,0.2962790853314117,-0.5176307525123133,0.0,1.0,0.0,0.0,1.0,0.0
204,0,3,"Youseff, Mr. Gerious",0,0,2628,,1.0884908227627315,-0.5029485386158568,0.0,1.0,1.0,0.0,0.0,0.0
205,1,3,"Cohen, Mr. Gurshon ""Gus""",0,0,A/5 3540,,-0.8059285493556418,-0.4863374216869257,0.0,1.0,0.0,0.0,1.0,0.0
206,0,3,"Strom, Miss. Telma Matilda",0,1,347054,G6,-1.9081361840426954,-0.43776248884929375,1.0,0.0,0.0,0.0,1.0,0.0
207,0,3,"Backstrom, Mr. Karl Alfred",1,0,3101278,,0.15850313099553,-0.32928686163157667,0.0,1.0,0.0,0.0,1.0,0.0
208,1,3,"Albimona, Mr. Nassef Cassem",0,0,2699,,-0.25482473201211503,-0.2701412180209885,0.0,1.0,1.0,0.0,0.0,0.0
209,1,3,"Carr, Miss. Helen ""Ellen""",0,0,367231,,-0.9437045036915235,-0.49237782784290063,1.0,0.0,0.0,1.0,0.0,0.0
210,1,1,"Blank, Mr. Henry",0,0,112277,A31,0.7096069483390568,-0.024246350754841113,0.0,1.0,1.0,0.0,0.0,0.0
211,0,3,"Ali, Mr. Ahmed",0,0,SOTON/O.Q. 3101311,,-0.3926006863479967,-0.5064721088735089,0.0,1.0,0.0,0.0,1.0,0.0
212,1,2,"Cameron, Miss. Clear Annie",0,0,F.C.C. 13528,,0.36516706249935255,-0.22559322262067316,1.0,0.0,0.0,0.0,1.0,0.0
213,0,3,"Perkin, Mr. John Henry",0,0,A/5 21174,,-0.5303766406838785,-0.5024451714361923,0.0,1.0,0.0,0.0,1.0,0.0
214,0,2,"Givard, Mr. Hans Kristensen",0,0,250646,,0.020727176659648322,-0.3866707201133388,0.0,1.0,0.0,0.0,1.0,0.0
215,0,3,"Kiernan, Mr. Philip",1,0,367229,,,-0.49237782784290063,0.0,1.0,0.0,1.0,0.0,0.0
216,1,1,"Newell, Miss. Madeleine",1,0,35273,D36,0.08961515382758917,1.6323350375212924,1.0,0.0,1.0,0.0,0.0,0.0
217,1,3,"Honkanen, Miss. Eliina",0,0,STON/O2. 3101283,,-0.1859367548441742,-0.4888542575852486,1.0,0.0,0.0,0.0,1.0,0.0
218,0,2,"Jacobsohn, Mr. Sidney Samuel",1,0,243847,,0.8473829026749384,-0.10478509950117394,0.0,1.0,0.0,0.0,1.0,0.0
219,1,1,"Bazzani, Miss. Albina",0,0,11813,D15,0.15850313099553,0.8876878608937296,1.0,0.0,1.0,0.0,0.0,0.0
220,0,2,"Harris, Mr. Walter",0,0,W/C 14208,,0.020727176659648322,-0.43700743807979686,0.0,1.0,0.0,0.0,1.0,0.0
221,1,3,"Sunderland, Mr. Victor Francis",0,0,SOTON/OQ 392089,,-0.9437045036915235,-0.4863374216869257,0.0,1.0,0.0,0.0,1.0,0.0
222,0,2,"Bracken, Mr. James H",0,0,220367,,-0.1859367548441742,-0.3866707201133388,0.0,1.0,0.0,0.0,1.0,0.0
223,0,3,"Green, Mr. George Henry",0,0,21440,,1.4673746971864061,-0.4863374216869257,0.0,1.0,0.0,0.0,1.0,0.0
224,0,3,"Nenkoff, Mr. Christo",0,0,349234,,,-0.4894421904510968,0.0,1.0,0.0,0.0,1.0,0.0
225,1,1,"Hoyt, Mr. Frederick Maxfield",1,0,19943,C93,0.571830994003175,1.163700193253568,0.0,1.0,0.0,0.0,1.0,0.0
226,0,3,"Berglund, Mr. Karl Ivar Sven",0,0,PP 4348,,-0.5303766406838785,-0.4601623283443675,0.0,1.0,0.0,0.0,1.0,0.0
227,1,2,"Mellors, Mr. William John",0,0,SW/PP 751,,-0.7370405721877009,-0.43700743807979686,0.0,1.0,0.0,0.0,1.0,0.0
228,0,3,"Lovell, Mr. John Hall (""Henry"")",0,0,A/5 21173,,-0.6337086064357897,-0.5024451714361923,0.0,1.0,0.0,0.0,1.0,0.0
229,0,2,"Fahlstrom, Mr. Arne Jonas",0,0,236171,,-0.8059285493556418,-0.3866707201133388,0.0,1.0,0.0,0.0,1.0,0.0
230,0,3,"Lefebre, Miss. Mathilde",3,1,4133,,,-0.13565761536436197,1.0,0.0,0.0,0.0,1.0,0.0
231,1,1,"Harris, Mrs. Henry Birkhardt (Irene Wallach)",1,0,36973,C83,0.36516706249935255,1.0323213593611125,1.0,0.0,0.0,0.0,1.0,0.0
232,0,3,"Larsson, Mr. Bengt Edvin",0,0,347067,,-0.04816080050829252,-0.4918744606632361,0.0,1.0,0.0,0.0,1.0,0.0
233,0,2,"Sjostedt, Mr. Ernst Adolf",0,0,237442,,2.018478514529933,-0.3766033765200472,0.0,1.0,0.0,0.0,1.0,0.0
234,1,3,"Asplund, Miss. Lillian Gertrud",4,2,347077,,-1.7014722525388728,-0.016444159470040135,1.0,0.0,0.0,0.0,1.0,0.0
235,0,2,"Leyson, Mr. Robert William Norman",0,0,C.A. 29566,,-0.3926006863479967,-0.43700743807979686,0.0,1.0,0.0,0.0,1.0,0.0
236,0,3,"Harknett, Miss. Alice Phoebe",0,0,W./C. 6609,,,-0.49640476528021726,1.0,0.0,0.0,0.0,1.0,0.0
237,0,2,"Hold, Mr. Stephen",1,0,26707,,0.9851588570108202,-0.12491978668775715,0.0,1.0,0.0,0.0,1.0,0.0
238,1,2,"Collyer, Miss. Marjorie ""Lottie""",0,2,C.A. 31921,,-1.4948083210350502,-0.11988611489111134,1.0,0.0,0.0,0.0,1.0,0.0
239,0,2,"Pengelly, Mr. Frederick William",0,0,28665,,-0.7370405721877009,-0.43700743807979686,0.0,1.0,0.0,0.0,1.0,0.0
240,0,2,"Hunt, Mr. George Henry",0,0,SCO/W 1585,,0.22739110816347086,-0.4012683683236117,0.0,1.0,0.0,0.0,1.0,0.0
241,0,3,"Zabour, Miss. Thamine",1,0,2665,,,-0.3573908580066095,1.0,0.0,1.0,0.0,0.0,0.0
242,1,3,"Murphy, Miss. Katherine ""Kate""",1,0,367230,,,-0.3363340021468808,1.0,0.0,0.0,1.0,0.0,0.0
243,0,2,"Coleridge, Mr. Reginald Charles",0,0,W./C. 14263,,-0.04816080050829252,-0.43700743807979686,0.0,1.0,0.0,0.0,1.0,0.0
244,0,3,"Maenpaa, Mr. Matti Alexanteri",0,0,STON/O 2. 3101275,,-0.5303766406838785,-0.5049620073345151,0.0,1.0,0.0,0.0,1.0,0.0
245,0,3,"Attalah, Mr. Sleiman",0,0,2694,,0.020727176659648322,-0.5029485386158568,0.0,1.0,1.0,0.0,0.0,0.0
246,0,1,"Minahan, Dr. William Edward",2,0,19928,C78,0.9851588570108202,1.163700193253568,0.0,1.0,0.0,1.0,0.0,0.0
247,0,3,"Lindahl, Miss. Agda Thorilda Viktoria",0,0,347071,,-0.3237127091800559,-0.4918744606632361,1.0,0.0,0.0,0.0,1.0,0.0
248,1,2,"Hamalainen, Mrs. William (Anna)",0,2,250649,,-0.3926006863479967,-0.35646868933346404,1.0,0.0,0.0,0.0,1.0,0.0
249,1,1,"Beckwith, Mr. Richard Leonard",1,1,11751,D35,0.5029430168352342,0.40974072380221066,0.0,1.0,0.0,0.0,1.0,0.0
250,0,2,"Carter, Rev. Ernest Courtenay",1,0,244252,,1.6740386286902287,-0.12491978668775715,0.0,1.0,0.0,0.0,1.0,0.0
251,0,3,"Reed, Mr. James George",0,0,362316,,,-0.5024451714361923,0.0,1.0,0.0,0.0,1.0,0.0
252,0,3,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",1,1,347054,G6,-0.04816080050829252,-0.43776248884929375,1.0,0.0,0.0,0.0,1.0,0.0
253,0,1,"Stead, Mr. William Thomas",0,0,113514,C87,2.225142446033755,-0.11384570873513637,0.0,1.0,0.0,0.0,1.0,0.0
254,0,3,"Lobb, Mr. William Arthur",1,0,A/5. 3336,,0.020727176659648322,-0.32425318983493084,0.0,1.0,0.0,0.0,1.0,0.0
255,0,3,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",0,2,370129,,0.7784949255069976,-0.2414492887801075,1.0,0.0,0.0,0.0,1.0,0.0
256,1,3,"Touma, Mrs. Darwis (Hanne Youssef Razi)",0,2,2650,,-0.04816080050829252,-0.3414522396297103,1.0,0.0,1.0,0.0,0.0,0.0
257,1,1,"Thorne, Mrs. Gertrude Maybelle",0,0,PC 17585,,,0.9462455716384695,1.0,0.0,1.0,0.0,0.0,0.0
258,1,1,"Cherry, Miss. Gladys",0,0,110152,B77,0.020727176659648322,1.093228788100527,1.0,0.0,0.0,0.0,1.0,0.0
259,1,1,"Ward, Miss. Anna",0,0,PC 17755,,0.36516706249935255,9.667166525013505,1.0,0.0,1.0,0.0,0.0,0.0
260,1,2,"Parrish, Mrs. (Lutie Davis)",0,1,230433,,1.3984867200184652,-0.12491978668775715,1.0,0.0,0.0,0.0,1.0,0.0
261,0,3,"Smith, Mr. Thomas",0,0,384461,,,-0.49237782784290063,0.0,1.0,0.0,1.0,0.0,0.0
262,1,3,"Asplund, Master. Edvin Rojj Felix",4,2,347077,,-1.8392482068747544,-0.016444159470040135,0.0,1.0,0.0,0.0,1.0,0.0
263,0,1,"Taussig, Mr. Emil",1,1,110413,E67,1.5362626743543468,0.955306180872432,0.0,1.0,0.0,0.0,1.0,0.0
264,0,1,"Harrison, Mr. William",0,0,112059,B94,0.7096069483390568,-0.6484216535389205,0.0,1.0,0.0,0.0,1.0,0.0
265,0,3,"Henry, Miss. Delia",0,0,382649,,,-0.49237782784290063,1.0,0.0,0.0,1.0,0.0,0.0
266,0,2,"Reeves, Mr. David",0,0,C.A. 17248,,0.43405503966729336,-0.43700743807979686,0.0,1.0,0.0,0.0,1.0,0.0
267,0,3,"Panula, Mr. Ernesti Arvid",4,1,3101295,,-0.9437045036915235,0.1506737441786005,0.0,1.0,0.0,0.0,1.0,0.0
268,1,3,"Persson, Mr. Ernst Ulrik",1,0,347083,,-0.3237127091800559,-0.4918744606632361,0.0,1.0,0.0,0.0,1.0,0.0
269,1,1,"Graham, Mrs. William Thompson (Edith Junkins)",0,1,PC 17582,C125,1.949590537361992,2.441497778832105,1.0,0.0,0.0,0.0,1.0,0.0
270,1,1,"Bissette, Miss. Amelia",0,0,PC 17760,C99,0.36516706249935255,2.0825124140450755,1.0,0.0,0.0,0.0,1.0,0.0
271,0,1,"Cairns, Mr. Alexander",0,0,113798,,,-0.024246350754841113,0.0,1.0,0.0,0.0,1.0,0.0
272,1,3,"Tornquist, Mr. William Henry",0,0,LINE,,-0.3237127091800559,-0.6484216535389205,0.0,1.0,0.0,0.0,1.0,0.0
273,1,2,"Mellinger, Mrs. (Elizabeth Anne Maidment)",0,1,250644,,0.7784949255069976,-0.255795253400548,1.0,0.0,0.0,0.0,1.0,0.0
274,0,1,"Natsch, Mr. Charles H",0,1,PC 17596,C118,0.5029430168352342,-0.05042144409739929,0.0,1.0,1.0,0.0,0.0,0.0
275,1,3,"Healy, Miss. Hanora ""Nora""",0,0,370375,,,-0.49237782784290063,1.0,0.0,0.0,1.0,0.0,0.0
276,1,1,"Andrews, Miss. Kornelia Theodosia",1,0,13502,D7,2.294030423201696,0.921244330558889,1.0,0.0,0.0,0.0,1.0,0.0
277,0,3,"Lindblom, Miss. Augusta Charlotta",0,0,347073,,1.054046834178761,-0.49237782784290063,1.0,0.0,0.0,0.0,1.0,0.0
278,0,2,"Parkes, Mr. Francis ""Frank""",0,0,239853,,,-0.6484216535389205,0.0,1.0,0.0,0.0,1.0,0.0
279,0,3,"Rice, Master. Eric",4,1,382652,,-1.5636962982029912,-0.06199888922968463,0.0,1.0,0.0,1.0,0.0,0.0
280,1,3,"Abbott, Mrs. Stanton (Rosa Hunt)",1,1,C.A. 2673,,0.36516706249935255,-0.24069423801061057,1.0,0.0,0.0,0.0,1.0,0.0
281,0,3,"Duane, Mr. Frank",0,0,336439,,2.431806377537578,-0.49237782784290063,0.0,1.0,0.0,1.0,0.0,0.0
282,0,3,"Olsson, Mr. Nils Johan Goransson",0,0,347464,,-0.11704877767623337,-0.4902797934380587,0.0,1.0,0.0,0.0,1.0,0.0
283,0,3,"de Pelsmaeker, Mr. Alfons",0,0,345778,,-0.9437045036915235,-0.45714212526638004,0.0,1.0,0.0,0.0,1.0,0.0
284,1,3,"Dorking, Mr. Edward Arthur",0,0,A/5. 10482,,-0.7370405721877009,-0.4863374216869257,0.0,1.0,0.0,0.0,1.0,0.0
285,0,1,"Smith, Mr. Richard William",0,0,113056,A19,,-0.12491978668775715,0.0,1.0,0.0,0.0,1.0,0.0
286,0,3,"Stankovic, Mr. Ivan",0,0,349239,,0.22739110816347086,-0.47400492578514347,0.0,1.0,1.0,0.0,0.0,0.0
287,1,3,"de Mulder, Mr. Theodore",0,0,345774,,0.020727176659648322,-0.45714212526638004,0.0,1.0,0.0,0.0,1.0,0.0
288,0,3,"Naidenoff, Mr. Penko",0,0,349206,,-0.5303766406838785,-0.4894421904510968,0.0,1.0,0.0,0.0,1.0,0.0
289,1,2,"Hosono, Mr. Masabumi",0,0,237798,,0.8473829026749384,-0.3866707201133388,0.0,1.0,0.0,0.0,1.0,0.0
290,1,3,"Connolly, Miss. Kate",0,0,370373,,-0.5303766406838785,-0.49237782784290063,1.0,0.0,0.0,1.0,0.0,0.0
291,1,1,"Barber, Miss. Ellen ""Nellie""",0,0,19877,,-0.25482473201211503,0.9391984311231651,1.0,0.0,0.0,0.0,1.0,0.0
292,1,1,"Bishop, Mrs. Dickinson H (Helen Walton)",1,0,11967,B49,-0.7370405721877009,1.1854295476653287,1.0,0.0,1.0,0.0,0.0,0.0
293,0,2,"Levy, Mr. Rene Jacques",0,0,SC/Paris 2163,D,0.43405503966729336,-0.3891875560116617,0.0,1.0,1.0,0.0,0.0,0.0
294,0,3,"Haas, Miss. Aloisia",0,0,349236,,-0.3926006863479967,-0.4702296719376591,1.0,0.0,0.0,0.0,1.0,0.0
295,0,3,"Mineff, Mr. Ivan",0,0,349233,,-0.3926006863479967,-0.4894421904510968,0.0,1.0,0.0,0.0,1.0,0.0
296,0,1,"Lewy, Mr. Ervin G",0,0,PC 17612,,,-0.09027201697708476,0.0,1.0,1.0,0.0,0.0,0.0
297,0,3,"Hanna, Mr. Mansour",0,0,2693,,-0.4270446749319672,-0.5028639729296732,0.0,1.0,1.0,0.0,0.0,0.0
298,0,1,"Allison, Miss. Helen Loraine",1,2,113781,C22 C26,-1.9081361840426954,2.4029901895877646,1.0,0.0,0.0,0.0,1.0,0.0
299,1,1,"Saalfeld, Mr. Adolphe",0,0,19988,C106,,-0.034313694348132716,0.0,1.0,0.0,0.0,1.0,0.0
300,1,1,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",0,1,PC 17558,B58 B60,1.3984867200184652,4.335332226633905,1.0,0.0,1.0,0.0,0.0,0.0
301,1,3,"Kelly, Miss. Anna Katherine ""Annie Kate""",0,0,9234,,,-0.49237782784290063,1.0,0.0,0.0,1.0,0.0,0.0
302,1,3,"McCoy, Mr. Bernard",2,0,367226,,,-0.18029017645086096,0.0,1.0,0.0,1.0,0.0,0.0
303,0,3,"Johnson, Mr. William Cahoone Jr",0,0,LINE,,-0.7370405721877009,-0.6484216535389205,0.0,1.0,0.0,0.0,1.0,0.0
304,1,2,"Keane, Miss. Nora A",0,0,226593,E101,,-0.3997582667846179,1.0,0.0,0.0,1.0,0.0,0.0
305,0,3,"Williams, Mr. Howard Hugh ""Harry""",0,0,A/5 2466,,,-0.4863374216869257,0.0,1.0,0.0,0.0,1.0,0.0
306,1,1,"Allison, Master. Hudson Trevor",1,2,113781,C22 C26,-1.9825351993840714,2.4029901895877646,0.0,1.0,0.0,0.0,1.0,0.0
307,1,1,"Fleming, Miss. Margaret",0,0,17421,,,1.5841789061771412,1.0,0.0,1.0,0.0,0.0,0.0
308,1,1,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",1,0,PC 17758,C65,-0.8748165265235827,1.5442457810799908,1.0,0.0,1.0,0.0,0.0,0.0
309,0,2,"Abelson, Mr. Samuel",1,0,P/PP 3381,,0.020727176659648322,-0.16518916106092355,0.0,1.0,1.0,0.0,0.0,0.0
310,1,1,"Francatelli, Miss. Laura Mabel",0,0,PC 17485,E36,0.020727176659648322,0.49782998024351216,1.0,0.0,1.0,0.0,0.0,0.0
311,1,1,"Hays, Miss. Margaret Bechstein",0,0,11767,C54,-0.3926006863479967,1.0259447039291216,1.0,0.0,1.0,0.0,0.0,0.0
312,1,1,"Ryerson, Miss. Emily Borie",2,2,PC 17608,B57 B59 B63 B66,-0.8059285493556418,4.634416897040849,1.0,0.0,1.0,0.0,0.0,0.0
313,0,2,"Lahtinen, Mrs. William (Anna Sylfven)",1,1,250651,,-0.25482473201211503,-0.12491978668775715,1.0,0.0,0.0,0.0,1.0,0.0
314,0,3,"Hendekovic, Mr. Ignjac",0,0,349243,,-0.11704877767623337,-0.4894421904510968,0.0,1.0,0.0,0.0,1.0,0.0
315,0,2,"Hart, Mr. Benjamin",1,1,F.C.C. 13529,,0.9162708798428792,-0.11988611489111134,0.0,1.0,0.0,0.0,1.0,0.0
316,1,3,"Nilsson, Miss. Helmina Josefina",0,0,347470,,-0.25482473201211503,-0.4902797934380587,1.0,0.0,0.0,0.0,1.0,0.0
317,1,2,"Kantor, Mrs. Sinai (Miriam Sternin)",1,0,244367,,-0.3926006863479967,-0.12491978668775715,1.0,0.0,0.0,0.0,1.0,0.0
318,0,2,"Moraweck, Dr. Ernest",0,0,29011,,1.6740386286902287,-0.36653603292675563,0.0,1.0,0.0,0.0,1.0,0.0
319,1,1,"Wick, Miss. Mary Natalie",0,2,36928,C7,0.08961515382758917,2.671117778445337,1.0,0.0,0.0,0.0,1.0,0.0
320,1,1,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",1,1,16966,E34,0.7096069483390568,2.059693773056521,1.0,0.0,1.0,0.0,0.0,0.0
321,0,3,"Dennis, Mr. Samuel",0,0,A/5 21172,,-0.5303766406838785,-0.5024451714361923,0.0,1.0,0.0,0.0,1.0,0.0
322,0,3,"Danoff, Mr. Yoto",0,0,349219,,-0.1859367548441742,-0.4894421904510968,0.0,1.0,0.0,0.0,1.0,0.0
323,1,2,"Slayter, Miss. Hilda Mary",0,0,234818,,0.020727176659648322,-0.3997582667846179,1.0,0.0,0.0,1.0,0.0,0.0
324,1,2,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",1,1,248738,,-0.5303766406838785,-0.06451572512800753,1.0,0.0,0.0,0.0,1.0,0.0
325,0,3,"Sage, Mr. George John Jr",8,2,CA. 2343,,,0.7519458402879414,0.0,1.0,0.0,0.0,1.0,0.0
326,1,1,"Young, Miss. Marie Grice",0,0,PC 17760,C32,0.43405503966729336,2.0825124140450755,1.0,0.0,1.0,0.0,0.0,0.0
327,0,3,"Nysveen, Mr. Johan Hansen",0,0,345364,,2.1562544688658143,-0.5228315422126077,0.0,1.0,0.0,0.0,1.0,0.0
328,1,2,"Ball, Mrs. (Ada E Hall)",0,0,28551,D,0.43405503966729336,-0.3866707201133388,1.0,0.0,0.0,0.0,1.0,0.0
329,1,3,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",1,1,363291,,0.08961515382758917,-0.2351571990343002,1.0,0.0,0.0,0.0,1.0,0.0
330,1,1,"Hippach, Miss. Jean Gertrude",0,1,111361,B18,-0.9437045036915235,0.5189714017894245,1.0,0.0,1.0,0.0,0.0,0.0
331,1,3,"McCoy, Miss. Agnes",2,0,367226,,,-0.18029017645086096,1.0,0.0,0.0,1.0,0.0,0.0
332,0,1,"Partner, Mr. Austen",0,0,113043,C124,1.0884908227627315,-0.07458306872129913,0.0,1.0,0.0,0.0,1.0,0.0
333,0,1,"Graham, Mr. George Edward",0,1,PC 17582,C91,0.571830994003175,2.441497778832105,0.0,1.0,0.0,0.0,1.0,0.0
334,0,3,"Vander Planke, Mr. Leo Edmondus",2,0,345764,,-0.9437045036915235,-0.2859972841804228,0.0,1.0,0.0,0.0,1.0,0.0
335,1,1,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",1,0,PC 17611,,,2.042579288947925,1.0,0.0,0.0,0.0,1.0,0.0
336,0,3,"Denkoff, Mr. Mitto",0,0,349225,,,-0.4894421904510968,0.0,1.0,0.0,0.0,1.0,0.0
337,0,1,"Pears, Mr. Thomas Clinton",1,0,113776,C2,-0.04816080050829252,0.6925485130875209,0.0,1.0,0.0,0.0,1.0,0.0
338,1,1,"Burns, Miss. Elizabeth Margaret",0,0,16966,E40,0.7784949255069976,2.059693773056521,1.0,0.0,1.0,0.0,0.0,0.0
339,1,3,"Dahl, Mr. Karl Edwart",0,0,7598,,1.054046834178761,-0.4863374216869257,0.0,1.0,0.0,0.0,1.0,0.0
340,0,1,"Blackwell, Mr. Stephen Weart",0,0,113784,T,1.054046834178761,0.06635974158478332,0.0,1.0,0.0,0.0,1.0,0.0
341,1,2,"Navratil, Master. Edmond Roger",1,1,230080,F2,-1.9081361840426954,-0.12491978668775715,0.0,1.0,0.0,0.0,1.0,0.0
342,1,1,"Fortune, Miss. Alice Elizabeth",3,2,19950,C23 C25 C27,-0.3926006863479967,4.647001076532463,1.0,0.0,0.0,0.0,1.0,0.0
343,0,2,"Collander, Mr. Erik Gustaf",0,0,248740,,-0.11704877767623337,-0.3866707201133388,0.0,1.0,0.0,0.0,1.0,0.0
344,0,2,"Sedgwick, Mr. Charles Frederick Waddington",0,0,244361,,-0.3237127091800559,-0.3866707201133388,0.0,1.0,0.0,0.0,1.0,0.0
345,0,2,"Fox, Mr. Stanley Hubert",0,0,229236,,0.43405503966729336,-0.3866707201133388,0.0,1.0,0.0,0.0,1.0,0.0
346,1,2,"Brown, Miss. Amelia ""Mildred""",0,0,248733,F33,-0.3926006863479967,-0.3866707201133388,1.0,0.0,0.0,0.0,1.0,0.0
347,1,2,"Smith, Miss. Marion Elsie",0,0,31418,,0.7096069483390568,-0.3866707201133388,1.0,0.0,0.0,0.0,1.0,0.0
348,1,3,"Davison, Mrs. Thomas Henry (Mary E Finck)",1,0,386525,,,-0.32425318983493084,1.0,0.0,0.0,0.0,1.0,0.0
349,1,3,"Coutts, Master. William Loch ""William""",1,1,C.A. 37671,,-1.8392482068747544,-0.32828012727224753,0.0,1.0,0.0,0.0,1.0,0.0
350,0,3,"Dimic, Mr. Jovan",0,0,315088,,0.8473829026749384,-0.47400492578514347,0.0,1.0,0.0,0.0,1.0,0.0
351,0,3,"Odahl, Mr. Nils Martin",0,0,7267,,-0.4614886635159376,-0.4626791642426904,0.0,1.0,0.0,0.0,1.0,0.0
352,0,1,"Williams-Lambert, Mr. Fletcher Fellows",0,0,113510,C128,,0.05629239799149171,0.0,1.0,0.0,0.0,1.0,0.0
353,0,3,"Elias, Mr. Tannous",1,1,2695,,-1.0125924808594644,-0.5028639729296732,0.0,1.0,1.0,0.0,0.0,0.0
354,0,3,"Arnold-Franchi, Mr. Josef",1,0,349237,,-0.3237127091800559,-0.29002422161773944,0.0,1.0,0.0,0.0,1.0,0.0
355,0,3,"Yousif, Mr. Wazli",0,0,2647,,,-0.5029485386158568,0.0,1.0,1.0,0.0,0.0,0.0
356,0,3,"Vanden Steen, Mr. Leo Peter",0,0,345783,,-0.11704877767623337,-0.45714212526638004,0.0,1.0,0.0,0.0,1.0,0.0
357,1,1,"Bowerman, Miss. Elsie Edith",0,1,113505,E33,-0.5303766406838785,0.4589861417231558,1.0,0.0,0.0,0.0,1.0,0.0
358,0,2,"Funk, Miss. Annie Clemmer",0,0,237671,,0.571830994003175,-0.3866707201133388,1.0,0.0,0.0,0.0,1.0,0.0
359,1,3,"McGovern, Miss. Mary",0,0,330931,,,-0.48977642625839407,1.0,0.0,0.0,1.0,0.0,0.0
360,1,3,"Mockler, Miss. Helen Mary ""Ellie""",0,0,330980,,,-0.48977642625839407,1.0,0.0,0.0,1.0,0.0,0.0
361,0,3,"Skoog, Mr. Wilhelm",1,4,347088,,0.7096069483390568,-0.08666388103324908,0.0,1.0,0.0,0.0,1.0,0.0
362,0,2,"del Carlo, Mr. Sebastiano",1,0,SC/PARIS 2167,,-0.04816080050829252,-0.09027201697708476,0.0,1.0,1.0,0.0,0.0,0.0
